129,lebih tingkatkan dalam layanan pusat bahasa,1,1
130,Semua nya good,1,1
131,Bagusss,1,1
132,Oke,1,1
133,Layanan Pusat Bahasa ditingkatkan lagi :),1,1
134,sudah cukup baik,1,1
135,Terbaik,1,1
136,lebih ditingkatkan lagi agar lebih memuaskan,0,0
137,layanan pusat bahasa sudah cukup baik,1,1
138,Lebih ditingkatkan,1,1
139,bagus,1,1
140,"Saran/masukan saya mengenai implementasi layanan di universitas Telkom dalam bilang Layanan Pusat Bahasa adalah tidak ada, menurut saya pelayanan yang diberikan sudah cukup baik",1,1
141,sudah bagus,1,1
142,tidak ada,1,1
143,sudah baik,1,1
144,be better,1,1
145,tidak ada,1,1
146,BAGUS,1,1
147,Baik,1,1
148,baik,1,1
149,Cukup baik,1,1
150,terus tingkatkan,1,1
151,ya,1,1
152,Baik,1,1
153,Tidak ada,1,1
154,semuanya sudah cukup baik. Terimakasih :),1,1
155,Sudah sangat memuaskan,1,1
156,sudah cukup dan memuaskan,1,1
157,adanya pusat bahasa di telkom sangat membatu bagi mahasiswa yang ingin belajar bahasa asing jadi tidak ada yang perlu di komentari,1,1
158,Semangat,1,1
159,Menurut saya Pusat Bahasa adalah bidang layanan yg mengalami peningkatan fasilitas lumayan banyak dari tahun sebelumnya jadi saya harap fasilitas tersebut dapat membantu mahasiswa/i dalam proses belajar disana,1,1
160,sudah cukup,1,1
161,bagus,1,0
162,sudah bagus,0,0
163,Ya sudah baik. Ditingkatkan lagi,1,1
164,ga tau apa apa wkwkwkw,1,1
165,pelayanannya sudah bagus,1,0
166,tidak ada,1,1
167,keep better,1,1
168,good,1,1
169,Tambahan untuk bahasa lain. Secara overall sudah baik.,1,1
170,we,1,1
171,kedepannya semakin baik,1,1
172,sudah baik,1,1
173,pelayananannya ditingkatkan lagi,1,1
174,sudah bagus hanya perlu ditingkatkan,0,0
175,Lebih ditingkatkan lagi,1,1
176,O,1,1
177,baik,1,1
178,"sudah baik, tingkatkan saja sistem pelayannya",1,1
179,No comment,1,1
180,cukup baik serta tidak ada masukan,1,1
181,belum pernah ke layanan pusat bahasa,1,1
182,tidak ada,1,1
183,Tidak ada saran,1,1
184,Cukup bagus,1,1
185,sejauh ini bagus,1,1
186,bagus,1,1
187,ditigkatkan lagi,1,1
188,Lebih baik lg,1,1
189,bagusss,1,1
190,baik,1,1
191,Semoga menjadi yang terbaik dalam pelayanan bahasa,1,1
192,Teruskaaann,1,1
193,"Sudah baik,pertahankan",1,1
194,Semoga layanan di pusat bahasa ini semakin membantu para mahasiswa lain untuk mengetahui lebih banyak tentang bahasa.,1,0
195,Baik,1,1
196,sudah cukup baik,1,1
197,Y,1,1
198,nothing,1,1
199,....,1,1
200,TIdak ada,1,1
201,tidak ada,1,1
202,tidak ada,1,1
203,nope,0,0
204,tidak ada,1,1
205,.,1,1
206,faafafaf,1,1
207,"Lebij banyak adakan kegiatan language exchange, akan sangat menyenangkan",1,1
208,-,1,1
209,Tidak ada,1,1
210,Tidak tahu,0,0
211,Tidak ada,1,0
212,kurang tau,1,1
213,Tidak ada,1,1
214,tidak ada,1,1
215,gaada,1,1
216,kurang diketahui,1,1
217,blahblah,1,1
218,tidak ada,1,1
219,?,1,1
220,a,1,1
221,no comment,1,1
222,"untuk pusat bahasa saya belum pernah ikut ,, alias baru mendaftar ,, jadi tidak ada saran...",1,1
223,kalau bisa biayanya dipermurah&lebih ditekankan dengan metode pendekatan yg lebih baik agar mendapat nilai lebih dari semua orang seperti mencontoh kampung inggris karena semua orang mengharapkan kualitas yang diterimaa termasuk orangtua mhs kampus dan demi terwujudnya world class university .,1,0
224,Mengadakan training lebih sering,1,0
225,-,1,0
226,sudah bagus,1,1
227,sudah cukup baik,0,0
228,-,1,1
229,Hahaha,0,0
230,tidak ada,1,1
231,sudah baik,1,0
232,-,0,0
233,y,1,1
234,layanan pusat bahasa cukup baik sejauh ini,1,1
235,layanan implementasi nya sudah bagus untuk saat ini,1,1
236,tes bahasa inggris harus digratiskan terurama untuk calon lulusan,1,1
237,lebih ditingkatkan lamanya waktu peminjaman buku library,1,1
238,"Terkadang di saat pusat bahasa, para pengurus lebih diam dan membiarkan kita untuk beraktifitas sendiri. Untuk selanjutnya para pengurus di pusat bahasa lebih ramah dan bersahabat untuk para kami yang kursus",1,1
239,bagus,1,1
240,agar di tingkatkan lagi,1,1
241,Bagus,1,1
242,lebih disosialisasikan lagi,1,1
243,cukup,1,1
244,"Saran, agar sering-sering mengadakan pelatihan gratis untuk umum",1,1
245,kurang,1,1
246,baik,1,0
247,Lebih informatif,1,1
248,memudahkan mahasiswa untuk les dan tes toefl untuk bahan lulusan dan kerja sehingga semacam eprt dapat digunakan untuk kerja,1,1
249,-,1,1
250,bagus,1,1
251,Pelayanan pusat bahasa juga sudah memuaskan,0,0
252,-,1,1
253,"sudah baik, tingkatkan lagi",1,1
254,sudah cukup baik,1,1
255,baik,1,1
256,good,1,1
257,pelayanan seperti les untuk jadwal lebih baik disesuaikan dengan mahasiswa yang ingin mengikutinya. pusat bahasa sangat menarik karena banyak sekali bahasa-bahasa yang dapat dipelajari,1,1
258,tidak ada,1,1
259,kekurangannya kalo telat suruh bayar lagi. nah uang dari awal itu buat apa,1,1
260,-,0,0
261,sudah baik,1,1
262,cukup baik,0,0
263,MOHON LAMPU TAMAN ATAU RUANGAN DI KAWASAN TELKOM DIPERBAIKI SECEPATNYA KALO TIDAK TELKOM SEPERTI UNIVERSITAS YANG GA KEURUS,1,1
264,"Lebih baik di tiadakan dan di gantikan dengan mata kuliah biasa, atau pengambilan dana di pusat bahasa di tiadakan",1,1
265,membantu sekali,1,1
266,Tidak ada,0,0
267,"Sudah bagus tingkatkan lagi, agar membuat mahsiswa/i lebih nyaman berada di kampus",1,1
268,belum pernah ke pussat bahasa,1,1
269,ya,1,1
270,-,0,0
271,agar lebih baik kedepannya,1,1
272,baik,1,0
273,kedepannya diharapkan adanya fasilitas pelatihan bahasa secara menyeluruh tanpa adanya biaya,1,1
274,-,1,1
275,lebih baik lagi,1,1
276,Saya belum menjalani layanan pusat bahasa,1,1
277,-,1,1
278,sudah cukup baik,0,1
279,tingkatkan,0,0
280,gaada,0,0
281,sudah bagus,1,1
282,bagus,1,1
283,tingkatkan lagi,1,1
284,Baik,1,1
285,pelayanan lebih di tingkatkan lagi,0,0
286,sudah baik,1,1
287,lebih baik lagi,1,1
288,cukup bagus,1,1
289,sangat puas,0,0
290,Bagus,1,1
291,"sudah baik, ditingkatkan lagi fasilitas yang ada",0,0
292,lebih ditingkatkan lagi sehingga mahasiswa lebih dipermudah,1,1
293,Be better,1,1
294,sudah cukup baik,0,0
295,"sudah sangat baik, tiap tahun selalu ada improvement",1,0
296,"Sudah baik, tingkatkan lagi kualitasnya.",1,1
297,Sudah baik,1,1
298,sangat memuaskan mohon ditingkatkan lagi,1,0
299,h,1,1
300,Baik,1,1
301,layanan di pusat bahasa sudah baik,1,1
302,ditingkatkan,0,0
303,Sangat bermanfaat dan mudah dipahami,1,1
304,tingkatkan,1,1
305,memuaskan,0,0
306,Ok,1,0
307,kurang mengerti karena tidak pernah melakukannya,1,1
308,Diharapkan diringankan dalam proses ecct dan eprt,1,1
309,-,1,1
310,sudah cukup baik,0,0
311,tolong di permudah tentang pembiayaan speaking sama learning,1,1
312,tidak ada,1,0
313,-,1,1
314,bagus,1,0
315,tingkatkan,1,1
316,-,1,1
317,mantap,1,1
318,"sudah baik, tingkatkan",0,0
319,tingkatkan bahasa yang bagus,1,1
320,cukup,1,1
321,sudah cukup membantu untuk mahasiswa,1,1
322,"terus tingkatkan, sudah cukup memuaskan",1,1
323,sudah baik dan harus di tingkatkan,1,0
324,.,1,1
325,Jam bukanya diperpanjang,0,0
326,sudah bagus,1,1
327,jangan terlalu mahal,1,1
328,belum tau,1,1
329,nothing,1,1
330,sudah baik dan perlu dipertahankan,1,0
331,LEBIH DIRAWAT DAN DITINGKATKAN,1,1
332,-,1,1
333,lebih baik lagi,0,0
334,cukup dan baik,1,1
335,"Belum pernah mengikuti, jadi belum tahu",0,0
336,mungkin untuk pemilihan paket LaC penjelasannya harus lebih rinci lagi,0,0
337,.,1,1
338,pusat bahasa harus lebih kondusif,1,1
339,ya,1,1
340,tidak ada,0,0
341,-,1,1
342,Goodluck!,1,1
343,sebaiknya respon layanan untuk lebih dipercepat,1,1
344,sudah cukup baik,1,1
345,baik,1,1
346,"pelayanan di pusat bahasa kurang, sebaiknya lebih di tingkatkan lagi.",0,0
347,lanjutkan,1,1
348,"sudah cukup bagus. tapi sampai sekarang masih belum mengerti gedung bahasa fungsi nya apa selain untuk kelas, dan ESAP",1,1
349,terus ditingkatkan,1,1
350,-,1,1
351,Baik,0,0
352,sudah baik,0,0
353,"pelayanan tidak memuaskan pada saat semester genap di tahun 2015, masih kurang peduli",1,1
354,Tidak ada,1,1
355,sudah bagus,1,1
356,Masih terbilang baik sampai saat ini,0,0
357,tidak ada,1,0
358,sudah baik,1,1
359,"hanya satu saja, meningkatkan kualitas SDM terutama yang bertugas untuk memberikan pengajaran. mungkin bisa mengundang native speaker.",1,1
360,Baik,1,0
361,ya,1,0
362,tidak ada,1,1
363,Semoga lebih baik,1,1
364,Lebih ditingkatkan lagi,1,1
365,kurabg memahami,0,0
366,Sudah bagus,0,0
367,Ngga ada,0,0
368,pusat bahasa sudah aik dan perlu sering-sering ada sosialisasi test yg gratis,1,1
369,Kurang efektif,1,1
370,"Pelayanan sudah baik, tapi perlu ditingkatkan lagi",1,1
371,Sudah cukup,1,1
372,-,1,1
373,pusat  bahasa diperbanyak tutor esapnya,1,1
374,"Penilaian mata kuliah Bahasa Inggris tidak perlu menggunakan presentase dari ESAP, EPRT dan ECCT. Pendidikan bukan untuk bisnis!",1,1
375,ya bagus,1,1
376,sudah cukup baik,1,1
377,-,1,1
378,perhatikan,1,1
379,saran saya adalah agar layanan pusat bahasa terus ditingkatkan.,1,1
380,kurang ramah,1,1
381,SUDAH BAGUS,1,1
382,good,1,1
383,tk,1,1
384,good,1,0
385,:),1,1
386,Selama saya ikut kegiatannya itu sudah baik.,0,0
387,sudah baik,1,1
388,Semoga lebih baik lagi,0,0
389,I DONT KNOW AND I DONT WANT TO KNOW!!!,1,1
390,Semoga lebih baik lagi,0,0
391,semoga lebih baik,0,0
392,-,1,1
393,.,1,1
394,Sudah sangat bagus,1,1
395,"Sudah baik,dikembangkan lagiii",1,1
396,sudah baik,1,0
397,pelayanan lebih dipermudah,1,1
398,Cukup baik.,1,1
399,"biasa aja, mahal doang sih",1,1
400,Sudah sangat baik,1,1
401,tingkatkan lagi,1,1
402,Lanjutkan,1,1
403,yg lebih profesional sebagai lembaga yg ada di kampus,1,1
404,"lsysnsn pusat bahasa sudah bagus,lebih bagus lagi jika diberi nomor antrian ketika akan melakukan tes speaking,sehingga tidak berebut.",1,1
405,"Saya melihat sudah banyak perubahan pada layanan ini dari segi tata letak ruang, modul fasilitas kenyamanan dalam belajr di sana dan lainnya. Saya berharap dapat dipertahankan atau mungkin lebih ditingkatkan lagi.",1,1
406,Lakukan yang terbaik,1,1
407,tetap menjadi yang terbaik,1,1
408,Kurang tahu,1,1
409,bagus mendukung walau agak susah eprt nya,0,0
410,baik,1,1
411,no comment,1,1
412,semoga semakin kedepan nya,1,1
413,Semoga lebih baik,1,1
414,memuaskan,1,1
415,-,1,1
416,Bagus. Lanjutkan.,1,1
417,nope,0,0
418,Cukup baik,1,1
419,lebih baik lg,0,0
420,sudah bagus,0,0
421,sudah bagus,0,0
422,lebih baik lagi untuk kedepan nya,1,0
423,Belum pernah,1,1
424,Pusat bahasa menurut saya sudah bagus,1,1
425,sudah cukup baik,1,0
426,layanan di pusat bahasa sudah baik.,1,1
427,tidak ada,1,1
428,Cukup baik,1,1
429,sudah sangat baik,0,0
430,"hapuskan esap sebagai bahan nilai untuk b inggris, pelayanan esap juga sangat sangat mengecewakan",1,1
431,.,1,1
432,Perubahan jadwal kurang tersosialisasi. Sangat membingungkan Untuk mahasiswa baru. Dan membuat kerugian untuk calon calon peserta. Ditambah kurangnya kuota tempat bagi calon peserta,1,1
433,Semoga lebih baik dan ditingkatkan lagi,1,1
434,kkurang menyebarluaskan informasi secara detail.,1,1
435,Untuk ILCF lebih  baik lagi ke depannya,1,1
436,tidak ada,1,0
437,ok,0,0
438,hasil listeningnya segera diumumkan,1,1
439,Cukup baik,1,1
440,lumayan bagus,1,1
441,Sudah baik,1,1
442,Lebih ditingkatkan lagi.,1,1
443,Cukup memuaskan,1,1
444,sudah cukup baik,1,1
445,great!!!,1,1
446,sudah bagus,1,1
447,semoga jadi lebih baik lagi,1,1
448,y,1,1
449,Semoga kedepannya quota untuk les eprt mahasiswa tingkat akhir diperbanyak,1,1
450,tingkatkan,0,0
451,-,0,0
452,yes,1,1
453,-,1,1
454,sudah baik,1,1
455,sudah bagus,1,1
456,sudah baik sekali,1,1
457,-,1,1
458,sudah baik.,1,1
459,baik,1,1
460,Lebih mudah mendapatkan informasi,1,1
461,Sudah sangat bagus,0,0
462,sudah baik,0,0
463,Lebih ditingkatkan,1,1
464,Jadwal yang diberikan pusat bahasa sering terlambat,1,1
465,sudah cukup,0,0
466,"di permudahlah untuk misalnya convert nilai , dan masa harus nunggu sampai 7 harikerja kalau bisa di percepat laah",1,1
467,sudah sangat bagus,1,1
468,-,0,0
469,-,1,1
470,Sudah baik,1,1
471,BE BETTER,1,1
472,Pusat bahasa sudah baik,1,1
473,lebih baik lagi untuk kedepannya,0,0
474,Sebaiknya mahasiswa lebih dimudahkan dalam menggunakan fasilitas yang ada seperti meminjam buku,1,1
475,layanan dalam bidang pusat bahasa masih perlu ditingkatkan lagi,1,1
476,Good inaf,0,0
477,No comment,0,0
478,lebih diyingkatan lagi,1,1
479,sudah baik,1,1
480,Sudah baik. Mohon kualitasnya dipertahankan.,1,1
481,saya harap layanan pusat bahasa bisa memberikan info lebih jelas lagi dan pelayanannya lebih ditingkatkan lagi.,0,0
482,-,1,1
483,-,1,1
484,tidak ada,1,0
485,sudah baik,1,1
486,Informasi yang jelas dalam manfaat dan tujuan Layanan pusat bahasa.,0,1
487,tidak ada,0,0
488,good,0,0
489,IKUTIN ITB,1,1
490,"sudah berjalan dengan bagus , hanya saja dalam pusat basa, tetapi ada juga kurangnya memberikan informasi mengenai hal"" yang menyangkut kemahasiswaan, kadang"" juga terjadi kurang pelayanan terhadap mahasiswa yg mengikuti kegiatan layann pusat bahasa",1,1
491,Sudah bagus,1,1
492,Bagus,1,1
493,Sudah cukup baik,1,1
494,lebih di tingkatkan pelayanannya,0,0
495,pelayanannya memuaskan,1,1
496,sudah sangat memuaskan,1,1
497,harusnya digratiskan saja aturan tentang esap dan les,1,1
498,Tidak ada,1,1
499,lebih ditingkatkan lagi fasilitasnya,1,1
500,adanya lab bahasa,1,1
501,semoga dapat ditingkatkan lagi,1,1
502,tidak ada masukan,1,1
503,Layanan pusat bahasa yang sudah semakin baik,1,1
504,sip,1,1
505,bekerja lebih baik lagi,1,1
506,puas,1,1
507,Tingkatkan,1,1
508,-,1,1
509,saya belum mengikut di pusat bahasa jadi belum tau.,0,0
510,sudah cukup baik,1,1
511,Sudah cukup baik. Pertahankan.,0,0
512,sudah bagus,1,1
513,layanan pusat bahsa di telkom sudah cukup memuasakan,0,0
514,tidak ada,1,1
515,bagus,1,1
516,-,1,0
517,Semoga lebih baik lagi.,1,1
518,sangat baik,1,1
519,Sudah ok,1,0
520,sudah sangat baik,1,1
521,belum mengetahui bidang ini,0,0
522,lebih diperbaiki lagi,1,1
523,Good job,1,1
524,Dipermudah saat memasuki pusat layanan bahasa,1,1
525,Sudah lebih baik,1,0
526,"Gatau, udah lama pisan",1,1
527,.,1,1
528,M,1,1
529,semakin ditingkatkan lagi pelayanannya,1,1
530,aa,1,1
531,no comment,1,1
532,"LAC lebih memerhatikan website yang ada, agar mahasiswa lebih mudah memperoleh informasi",1,1
533,sangat puas,1,1
534,tingkatkan lagi,0,0
535,sudah baik,0,0
536,Sudah bagus,0,0
537,-,0,0
538,"untuk perbanyak senyum kak saat pelayanannya, sehingga kami juga turut mendapat energi positf",1,1
539,,1,1
540,cukup,1,1
541,semoga layanan pusat bahasa dapat jadi lebih baik,1,1
542,sudah baik,1,1
543,"Sudah sangat baik,",1,1
544,cukup baik,1,0
545,Lanjutkan,1,1
546,pusat bahasa saya belum pernah,1,1
547,lumayan wifinya bagus tapi eweh sunda euy,1,0
548,Batch 1 got yura ticket for free. Batch 2 not. Treat us equally. It doesnt matter of yura tcket whatsoever. But i think we have to be treated equally.,1,1
549,tingkatkan,1,1
550,I d k,0,0
551,Lebih baik,0,0
552,baik,1,1
553,-,0,0
554,ggwp,1,1
555,tidak ada,0,0
556,mantap,1,1
557,"tolong periksa lagi soal untuk tes, mungkin ada yang bisa ditingkatkan.",0,1
558,sudah cukup puas,1,1
559,cukup,1,1
560,lebih banyak lagi kegiatan yang tidak berbayar,1,1
561,tidak ada,1,1
562,sudah baik,0,0
563,"kurang, harus banyak diperbaiki",1,1
564,lac should have free IELTS course for first try,1,1
565,udah baik,1,1
566,semoga makin baik kedepannya,1,1
567,Lanjutkan,1,1
568,publikasinya lebih ditingkatkan & berikan informasi sejelas mungkin di web.,1,1
569,baik,1,1
570,lebih ditingkatkan servernya,1,1
571,bagus,0,0
572,No suggestion,1,1
573,-,1,1
574,sudah baik,0,0
575,di kembangkan lagi.,1,1
576,Sudah bagus dan tingkat kan lagi ke depan nya,0,1
577,tidak ada saran,1,1
578,baik,0,0
579,-,1,1
580,sukses,1,1
581,-,1,1
582,sudah memadai,1,1
583,bagus sekali,1,1
584,tingkatkan,0,0
585,pengajaran dari  pusat Bahasa menyenangkan sekali. pengajar nya sangat baik dan juga ramah.,1,1
586,ya,1,1
587,tingkatkan,0,0
588,sangat bermanfaat bagi mahasiswa,1,0
589,semoga tidak ada gangguan sistem,1,1
590,Layanan sangat baik,0,0
591,Jadwalnya sudah cukup baik hanya saja mungkin lebih di kondisikan lagi kebersihan didalam ruangannya,1,1
592,very good,0,0
593,Sudah cukup bagus,0,0
594,harus lebih baik lagi,1,1
595,Belum bisa memberi saran atau komentar karena belum pernah memakai layanan pusat bahasa,1,1
596,Sudah bauk,1,1
597,tingkatkan saja,1,1
598,dipertahankan karna suasana dan layanannya sudah sangat baik dan jika bisa ditingkatkan lagi :),0,0
599,sudah cukup baik,0,0
600,lebih ditingkatkan lagi,1,1
601,"Sudah cukup bagus, namun menurut saya perlu diperbarui lagi rangkaian kegiatan esap agar lebih menarik",1,1
602,-,1,0
603,Perbaiki lagi,0,0
604,bagus,1,1
605,Sarannya didengar tidak?,1,1
606,Sarannya untuk agar lebih tepat waktu setelah jam setelah istirahat,1,1
607,"lebih banyak buku, petugas lebih ramah",0,0
608,"sudah baik, terus tingkatkan",1,1
609,saya sudah cukup puas,1,1
610,"Sudah bagus, pertahankan",1,1
611,"saran dan masukan saya , agar lebih digencarkan lagi semangat untuk pergi ke perpustakaan dan semangat membaca.",1,1
612,lebih dikembangkan,1,1
613,tidak ada,1,1
614,sangan sudah baik,0,1
615,Berikan hari dimana setiap mahasiswa semuanya memakai bahasa inggris,1,1
616,lebih di perbaiki,1,1
617,puas,1,1
618,tidak ada saran,1,1
619,,1,1
620,"Cukup bagus, harus di tingkatkan lagi",1,1
621,Bagus sekali,0,0
622,sudah sangat baik,1,1
623,Penyampaian cuku puas,1,1
624,"for the services at the LaC, all great",1,1
625,tidak ada masalah,1,1
626,baik,0,1
627,"toilet kotor, tidak ada sabun, tidak ada tissueeee",1,1
628,Saya belum pernah mengikuti program layanan dari pusat bahasa,1,1
629,saya belum sempat daftar dipusat bahasa,0,0
630,Sudah bagus,1,1
631,baik,1,1
632,best buat lac,0,0
633,"ditingkatkan lagi saja, sudah bagus",1,1
634,pelayanan pusat bahasanya masih harus di perbaiki,0,0
635,BAIK,1,1
636,sangat memuaskan,0,0
637,berikan yang terbaik buat kami,0,1
638,karena saya belum mengikuti bahasa jadi tidak ada saran,1,1
639,implementasi layanan dalam bidan internet(tune) agar di tingkatkan agar mahasiswa dan mahasiswi semua bisa menggunakan dengan bagus dan lanacar.,1,1
640,-,1,1
641,pertahankan,1,1
642,ditingkatkan lagi,1,0
643,tidak ada,1,1
644,lumayan,1,1
645,Tingkatkan,1,1
646,cukup puas,1,1
647,ditingkatkan menjadi lebih baik,1,1
648,ok,1,1
649,ditingkatkan lagi,1,1
650,sebaiknya di tambah fasilitas bahasa supaya mahasiswa banyak ke bidang bahasa,1,1
651,cukup baik,1,1
652,avfeve,0,0
653,bagus,0,0
654,"sudah cukup interaktif dan membantu,terus ditingkatkan lagi",0,0
655,"sudah lumayan bagus, esap supaya dibenahi",1,1
656,-,1,1
657,ya,1,1
658,Sudah baik untuk layanan pusat bahasa.,1,1
659,Cukup,0,0
660,pusat bahasa sudah baik,1,1
661,lebih bagus lagi kedepannya,1,1
662,good,1,1
663,sudah baik,1,1
664,Tidaaaak adaaaa,1,0
665,update mengenai informasi apa pun itu tolong lebih disikapi dan lebih gesit dalam memberi dan menerima informasi atau kritikan.,1,1
666,gak pernah menerima kritik,1,1
667,Perbaiki lebih baik,1,1
668,sangat membantu,1,1
669,Sudah cukup baik,1,1
670,-,1,1
671,semoga lebih baik,1,1
